"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 17, 2018","126,500","125,500","127,000","125,000","207.71K","0.00%"
"Aug 16, 2018","126,500","122,000","127,000","122,000","319.23K","2.85%"
"Aug 15, 2018","123,000","123,000","123,000","123,000","-","0.00%"
"Aug 14, 2018","123,000","124,500","125,000","122,500","291.06K","-0.40%"
"Aug 13, 2018","123,500","125,000","126,000","123,000","319.01K","-1.98%"
"Aug 12, 2018","126,000","126,000","126,000","126,000","-","0.00%"
"Aug 10, 2018","126,000","126,000","127,000","124,500","194.26K","0.00%"
"Aug 09, 2018","126,000","126,500","127,500","125,500","531.64K","-1.18%"
"Aug 08, 2018","127,500","125,500","129,500","125,500","705.35K","2.00%"
"Aug 07, 2018","125,000","124,000","126,000","123,500","247.11K","0.40%"
"Aug 06, 2018","124,500","124,500","126,000","124,000","295.83K","0.40%"
"Aug 03, 2018","124,000","124,000","125,500","124,000","453.70K","-1.20%"
"Aug 02, 2018","125,500","128,000","128,500","124,000","425.00K","-2.33%"
"Aug 01, 2018","128,500","130,000","130,500","128,000","244.12K","-0.77%"
"Jul 31, 2018","129,500","131,000","131,000","128,500","306.37K","-0.77%"
"Jul 30, 2018","130,500","129,000","131,000","128,500","179.58K","0.77%"
"Jul 29, 2018","129,500","129,500","129,500","129,500","-","0.00%"
"Jul 27, 2018","129,500","129,500","131,500","129,000","365.03K","-0.38%"
"Jul 26, 2018","130,000","131,000","131,500","128,000","397.24K","-0.38%"
"Jul 25, 2018","130,500","130,000","130,500","129,000","293.03K","0.77%"
"Jul 24, 2018","129,500","129,500","130,000","126,500","478.89K","0.00%"
"Jul 23, 2018","129,500","127,500","131,000","127,000","660.16K","1.97%"
"Jul 22, 2018","127,000","127,000","127,000","127,000","-","0.00%"
"Jul 20, 2018","127,000","124,500","128,500","122,500","463.58K","2.42%"
"Jul 19, 2018","124,000","125,000","125,500","123,500","358.73K","0.00%"
"Jul 18, 2018","124,000","127,000","128,500","124,000","305.12K","-1.98%"
"Jul 17, 2018","126,500","126,000","129,000","125,000","418.40K","0.40%"
"Jul 16, 2018","126,000","122,500","127,500","122,500","493.74K","2.86%"
"Jul 15, 2018","122,500","122,500","122,500","122,500","-","0.00%"
"Jul 13, 2018","122,500","123,500","125,000","122,000","306.45K","-0.41%"
"Jul 12, 2018","123,000","121,500","125,000","121,000","451.52K","1.23%"
"Jul 11, 2018","121,500","121,000","123,000","120,500","384.60K","-1.62%"
"Jul 10, 2018","123,500","123,500","125,500","122,500","297.83K","-0.80%"
"Jul 09, 2018","124,500","124,000","125,000","122,500","289.40K","0.81%"
"Jul 08, 2018","123,500","123,500","123,500","123,500","-","0.00%"
